category_id,thread_id,title,question,author,posted_at
3,850,Mongodb and Mongoose,"Hello! I was working today on the URL shortener challenge and I finished it, however i noticed something weird in mongodb and it got me so confused.here is how I created the schema for the urls.const URLSchema = new mongoose.Schema({  original_url: String,  short_url: Number,})const URL = mongoose.model(""URL"", URLSchema);And to prepare for the project and insert the first value, I made this table and inserted www.google.com with short_url:1",Daniel,2023-06-20 14:33:16+00:00
3,854,URL Shortener,"Hi!I have a small, quick question about the challenge below,after I posted a youtube link in the example website I received this:{  ""original_url"": ""https://www.youtube.com/watch?v=hgr2I"",  ""short_url"": 15460}I want to know if the short_url is unique for that specific video URL from youtubeNote: I removed some characters from the URL because I don't want to promote any content indirectly to follow the server rulesexample website:https://url-shortener-microservice.freecodecamp.rocks/challenge:https://www.freecodecamp.org/learn/back-end-development-and-apis/back-end-development-and-apis-projects/url-shortener-microservice",Daniel,2023-06-15 16:40:15+00:00
3,855,Typescript error,"Why do all counters in my website have the same duration ?CODE:const countup = (el:Element, goal:number) => {    const duration = 2000/goal;    console.log(duration)    let counter = setInterval(() => {      if(el.textContent == null) {console.log(""ERROR"")}       else {        let finalNum:number = parseInt(el.textContent) + 1;        if (parseInt(el.textContent) < goal) {          el.textContent = finalNum.toString()        } else {          clearInterval(counter);          done = true;        }      };    }, duration)  }  useEffect(() => {    document.querySelectorAll('.numberIncrement').forEach((element:Element, index) => {      countup(element, infoArray[index][1])    })  }, [])(modifi)",Elmiko,2023-06-10 14:41:28+00:00
3,859,timestamp microservice - empty date parameter,"I'm returning a json as asked by the test(An empty date parameter should return the current time in a JSON object with a unix/utc key), but I keep failing the test. Am I just misreading the tests?Link to replit: https://replit.com/@Wangstaboi/boilerplate-project-timestamp-1#index.js (modifi)",WangGang,2023-06-06 18:58:01+00:00
3,866,FCC or TOP,"I want to learn web development, CSS; HTML & JS, what resource is better? Some people recommended FCC, others recommend TOP, I'm confused.",Deleted User,2023-05-29 06:56:41+00:00
3,867,Accessing Nested Objects,Javascript Algorithms and Data Structure (modifi),chef,2023-05-23 23:58:32+00:00
3,871,Query timeout problem,"I am using express and each endpoint that I made has a query that they have to execute. Every query is getting a timeout no matter how simple it is, but if I paste the query in MSSQL the query runs fine. What could be the problem?",erzuaa,2023-06-04 11:23:53+00:00
3,874,import a react library without builder,Let's say I want to include react-ace in my project via cdn and use the prebuilt version. How do I import it? Better yet: how do I figure out how it is exported? https://cdnjs.com/libraries/react-ace,Alfio,2023-06-01 23:25:25+00:00
3,878,video or blog suggestions,"Hi i am a new programmer, i was writing a arrow function for practice it will be mentioned below i did found way around it but i wanna learn more about how did it occurred in first place.Code:Const addUp=(a,b)=>a+b;Let result=addUp(2,3);Console.log(results);",NT,2023-05-30 15:12:32+00:00
3,971,Export and import modules in javascript,"Hi,I'm working on a dual-handle range slider in JavaScript and I'm having trouble exporting the updated values of the slider from one file to another. I've tried using export/import statements, specifically on a function to be called within a range.forEach loop where the slider values are updated, but the value do not update when i change values on the range slider and try to log the values in the other file. Any suggestions on how I can export and import the updated slider values correctly?",elin5883,2023-04-02 18:44:12+00:00
4,222,"hi guys, I need some help with deciding between front or back end development.",There is no fast path to learning programming or getting a job as a developer,jeremylt (he/they),2024-03-04 00:27:40+00:00
3,881,Copy to MIFARE Classic Card using NFC on Java,"Hello everyone, I have this code for a Cordova plugin https://pastebin.com/45HyLRkr and want to add a functionality to copy to a MIFARE Classic Tag while also keeping the initial copying functionality, but I don't where to get started, I have read Android Documentation but I don't manage to understand anything, can anyone help me with that?I have already added NFC permissions and some intent filters that ChatGPT gave me, and also imported some libraries that ChatGPT gave me too, but when it gives me the full code, I don't get managed to trust ChatGPT as it always tells me ""Apologies for the confusion, there is a mistake in..."" so I lose trust on ChatGPT, this is the code it gave me after saying that it is sure: https://pastebin.com/LvBMdwSL",TechVio,2023-05-29 14:58:41+00:00
3,885,Styled component with next,I am getting issue with using styled component with next 13.4.4. Please help.,_ss_e_sol,2023-05-27 11:13:22+00:00
3,888,React Native Error,"Friends, good evening. I'm needing some help on my expo project. I'm having an issue at executing my code that says: ""Cannot read property 'ExpoUpdates' of undefined"". I've tried a lot of different possible solutions, but any of them have worked. Please help me. Thank You.",Oscar Rodríguez,2023-05-11 23:21:09+00:00
3,892,bundling executables with electron app,My electron app requires an executable to run (it is a python script compiled with pyinstaller) Im wondering how I can bundle this executable with my application and access its relative file path at runtime. I am using Vite and electron builder.,Carson,2023-05-19 19:28:09+00:00
3,895,React personal Project finding error,can any one please help find where is the issue with the delete function in the categories componenthttps://github.com/VADDIJASWANT/FreeCodeCamp/tree/main/personal_to_do,deathgamer...,2023-05-14 07:46:33+00:00
3,899,scroll position never changes when using react router dom,"Hello everyone. In a reactjs app created with vite and uses react-router-dom 6... For navigation, each page component always return the previous position when ever I click on the links in the footer (same for links in header). Pls how can I fix this without having to setup a scrollToTop function? Thank you",trickthevick,2023-05-12 12:55:53+00:00
3,902,Unable to complete the challenge on Back End Development and APIs,"Challenge Link: https://www.freecodecamp.org/learn/back-end-development-and-apis/basic-node-and-express/chain-middleware-to-create-a-time-serverMy Solution:app.get(  '/now',  (req, res, next) => {    req.time = new Date().toString();    next();  },  (req, res) => {    jsonTime = {      ""time"": req.time    };    console.log(jsonTime);    res.send(jsonTime);  });Even hint solution not working. Maybe bugged because of different timezone between Replit and challenge server?",^+C+^,2023-05-09 20:48:09+00:00
3,906,Download PDF,"Hi guys, how to enable download pdf functionality when clicking on a link?Tried this:1) <a href=""example.pdf"" class=""btn btn-primary"" download>Download PDF</a>However the download attribute is not supported by all browsers. So, the link will simply behave like a regular hyperlink and the PDF will be opened in the browser window. How to automatically get it downloaded and prompt user to take action on where to save it.2)<a href=""example.pdf"" class=""btn btn-primary"" download onclick=""downloadFile(event)"">Download PDF</a><script>function downloadFile(event) { // Check if the download attribute is supported if (typeof event.target.download === 'undefined') { // If not, use a JavaScript fallback to force the file to download event.preventDefault(); // Prevent the link from opening in the browser window.location = event.target.href; }}</script>The downloadFile function checks if the download attribute is supported by the browser. If it's not supported, it prevents the link from opening in the browser and instead forces the file to download using window.location.However this fallback does not work in all situations and has some limitations.",Nevin06,2023-05-08 18:36:41+00:00
3,913,code snippets for css,"hi I am trying to create website that have code snippets of html css and JavaScript I have wrote html code snippets but i don't know how to do same for css any suggestions. code example: ORDERED: &LT;Ol&GT;&LT;li&GT;Coffee&LT;/li&GT;&LT;li&GT;TEA&LT;/li&GT;&LT;/Ol&GT;</code></pre><pre class=""language-html""><code></code></pre>i am using prism.js to embed code",NT,2023-05-06 13:27:09+00:00
3,916,Is it worth reading a book published almost a decade ago?,"Hello, I'm really enjoying the approach taken by this book, however it was published in 2014. So should I keep on reading it in spite of that, or should I consider going for a more up-to-date book?",Starbreeze,2023-04-17 15:48:05+00:00
3,920,App Web,"hey everyone , i was wondering about developing an application web , did we need a server to run on , or its enough to run it on localhostand which server should i use",Lou ✨,2023-05-05 13:33:44+00:00
3,923,How to know if an Infinity number is an integer?,"I'm trying to solve this challenge but it seems the ""result"" variable is storing infinity, and isInteger seems to always return false for such value. How else could I solve this?function amIWilson(p) {  for (let i = 2; i < p; i++) {    if (p % i === 0) return false;  }  let pMinus1Factorial = 1;  for (let i = 1; i < p; i++) {    pMinus1Factorial *= i;  }  const result = (pMinus1Factorial + 1) / (p * p);    return Number.isInteger(result);}https://www.codewars.com/kata/55dc4520094bbaf50e0000cb/train/javascript",Starbreeze,2023-05-02 14:11:29+00:00
3,927,Implementation Logic for a Chip UI with Expand/More functionality,"I need to implement a functionality where there is an autocomplete and after selecting an option the selection is displayed in the format of a chip beneath the autocomplete.There can be a maximum of 10 chips/selections.I was able to figure out this functionality for tablet and larger screens.The problem is with screens that are smaller in size. On mobile screens i need to show +(count)more after displaying all the chips that can fit in the availble viewport space. Examplary implementation :On clicking +more a pane should open in the bottom of the screen as belowThe above mentioned UI is from an android applicatoin and I am trying to implement the same using HTML, CSS.I need to implement this without a 3rd party npm package/ ui library like material ui.I tried applying flex and overlfow hidden properties on the parent div which contain the chip div's but the ending div gets cropped. (modifi)",ForzaFERR▲RI,2023-04-30 04:34:47+00:00
3,930,When to switch to another language?,"Hey folks, I've been studying for some time now, and I feel confident coding in JavaScript, and I really liked learning React. Even though I have been consuming a bunch of diverse content on whatever it is I've been studying, I do try to follow fCC's curriculum as a guideline.However, I've been to a couple of Python meetups recently (even though I never coded in Python), and the data analysis is something that really seems interesting. I've also studied SQL for a brief period of time and it also felt fun and exciting. The problem is I've seen people say to chose a language and stick to it. So when should I study enough of a language to then switch to another?",rmnpch,2023-04-27 14:04:41+00:00
3,934,Frontend help,Hi I am a beginner currently within frontend web development. I'd appreciate some resources for free accessing and interaction. Thanks in advance cheers!,brat,2023-04-08 23:32:10+00:00
3,938,how do i get user profile data with the managment Api in Auth0 in my (next js) App,"i wanted to get the metadata from my users profile i went through the docs i learned that u can do it through the managment api i understand that u need an access token first to be able to use it , u have to register a machine to machine app first then make a post request to get the token var axios = require(""axios"").default;var options = {  method: 'POST',  url: 'https://{yourDomain}.us.auth0.com/oauth/token',  headers: {'content-type': 'application/x-www-form-urlencoded'},  data: new URLSearchParams({    grant_type: 'client_credentials',    client_id: 'client_id',    client_secret: '{yourClientSecret}',    audience: 'https://{yourDomain}/api/v2/'  })};axios.request(options).then(function (response) {  console.log(response.data);}).catch(function (error) {  console.error(error);}); now i get error in the image (modifi)",johnny the fifth,2023-04-25 16:10:17+00:00
3,939,How to get individual object name in Array,"Hi all, so Im trying to iterate array of objects. When I printed out the individual object, in the console theres name of the object (idk what it is called)so if I printed the individual obj, the output would be:h.BeginPath {}h.Rect {x: -50, y: 250, w: 100, h: 25}h.Fill {style: '#0FF', matrix: undefined}How do I get the name of individual object (h.BeginPath, h.Rect, and h.Fill)",Aldhan - アルダさん,2023-04-21 03:06:44+00:00
3,943,conflict with peer dependency,I have a project that is running on node 14 now as per requirement I have to upgrade the project to node latest version now I have a problem literally i can't even download node module folder and got error in some dependency having conflict peer dependency any way to solve this without using --force and legacy dependency flag// Can't share code sry,Viveksinh,2023-04-21 03:01:59+00:00
3,944,"Python, Data analysis, machine learning is all part of Software engineering?","Hello I was told by multiple friends to check out freecodecamp and looking at the cirriculumn. I see that we cover front end and back end web dev and then it goes into python, data analysis, machine learning. I am new to this field but maybe someone can explain why those are part of software engineering or full stack developer?",Deleted User,2023-04-17 04:14:24+00:00
3,948,Which is more efficient query?,"What is efficient ?a) .sort().skip().limit()b) .skip().limit().sort()async function getAllLaunches(skip, limit) {  return await launchesDatabase    .find({}, { '_id': 0, '__v': 0 })    .sort({ flightNumber: 1 })    .skip(skip)    .limit(limit);}",Ipsum,2023-04-10 03:37:23+00:00
3,952,how to use mediaRecorder.requestData(),"hello everybody, im trying to make use of this for an ""audio stream"" to get a ""chunk of recording"" which is going on, but im keep getting ""undefined"" when im calling it, any reference or blog post on it would be much appreciatedi also tried this article and likes of it:https://developer.mozilla.org/en-US/docs/Web/API/MediaRecorder/requestDatai also tried using this google search ""mediaRecorder.requestData() is showing undefined""but i cant seem to crack this open for some reason!! any help on this is appreciated, happy coding code attempted:const runThisPeriodically = () => {        console.log(""!!runing!! __ II"")        // mediaRecorderChunked.stop()        // processMedia()        if(mediaRecorder?.state === ""recording"") {            mediaRecorder.requestData();            // no `datavailable` event is firing, and no blob is getting generated        }    }(modifi)",ab,2023-04-09 16:37:10+00:00
3,956,Programming help,I am a entry level developer i need money or i need work how i can get money or work,!,2023-04-07 12:19:03+00:00
3,957,Javascript Prmises,"I tried my best to solve this but I am not able to do it. What the code does is read all the .docx file from the directory and then summaries each file content using openai. The problem is the response array is immediately sent when the request come. Please help me resolve this issue by sending resoponse only when all the files are processedasync create(body) { let response = []; let promises = []; /// set the directory path to read the words files const directoryPath = path.join(__dirname, '../../', 'uploads'); /// reading the directory fs.readdir(directoryPath, (err, files) => { //handling error if (err) { return console.log('Unable to scan directory: ' + err); } /// openai configuration const c = new Configuration({ apiKey: process.env.OPENAI_API_KEY, }); const openai = new OpenAIApi(c); /// process the files files.forEach(async (file) => { promises.push( new Promise(async (resolve, reject) => { /// file path const path = filepath /// read file contents const result = await mammoth.extractRawText({ path: path, }); const content = result.value; const augmented_prompt = 'summarize this text: ' + content; const completion = await openai.createCompletion({ model: body.model, prompt: augmented_prompt, temperature: parseFloat(body.temperature), max_tokens: 1000, }); /// add summary to response response.push({ filename: file, summary: completion.data.choices[0].text, }); setTimeout(() => { resolve; }, 1000); }), ); }); }); setTimeout(() => { Promise.all(promises).then((value) => { return response; }); }, 1000); }",Juzar Antri,2023-04-06 09:31:39+00:00
3,961,why is my react native build failing,"i tried to build my react native app to an apk ,i run ./gradlew bundleRelease i get this error message and my build failsExecution failed for task ':app:mergeReleaseResources'> A failure occurred while executing com.android.build.gradle.internal.res.Aapt2CompileRunnable> Android resource compilation failed, Execution failed for task ':app:mergeReleaseResources'.> java.io.IOException: Unable to delete directory 'C:\Users\User\Desktop\cybersecurity assignment\encryptionApp\android\app\build\intermediates\merged_res_blame_folder\release\out'    Failed to delete some children. This might happen because a process has files open or has its working directory set in the target directory.,Execution failed for task ':app:mergeReleaseResources'.> A failure occurred while executing com.android.build.gradle.internal.res.Aapt2CompileRunnable   > Android resource compilation failed     ERROR:AAPT: com.encryptionapp-react-24:/drawable-mdpi/assets_encryption1.png: error: failed to read PNG signature: file does not start with PNG signature.>",johnny the fifth,2023-04-04 09:49:18+00:00
3,962,Code does not return collection from Firebase,"Hi Guys,I'm trying to return an object from my firebase collection but I'm not getting anything.Inside the Image my state does not show the object.const getPosts = async () => {    const collectionRef = collection(db, ""posts"");    const q = query(collectionRef, orderBy(""timestamp"", ""desc""));    const unsubscribe = onSnapshot(q, (snapshot) => {      setAllPosts(snapshot.docs.map((doc) => ({ ...doc.data()})))    });    return unsubscribe;  };  useEffect(() => {    getPosts();  }, []);",Xavier,2023-02-06 09:59:57+00:00
3,966,Angular + tailwind,"I m trying to use tailwindcss and angular material in my angular project. But I have troubles to run it. I followed the tailwind-angular docs, but its classes are not applying... I have no idea how to solve it.I see a warning when compilingwarn - No utility classes were detected in your source files. If this is unexpected, double-check the `content` option in your Tailwind CSS configuration.I checked the content and I follewed the docs and addedcontent: [    ""./src/**/*.{html,ts}"",  ],so I dont really understand why the warning is still showing. Any advice on what I can check, or what to do? (modifi)",Dazzle,2023-04-04 21:30:31+00:00
3,972,why is my android app showing me this error message,"i have create an android app with react-native i attempted to export the app to an apk using expo , i was faced by alot of errors (didn't find solution) i then created the same app without expo i did exactly what's in this video to export to an apk using android studio https://www.youtube.com/watch?v=06LWRkcmhyE&t=153s and when i installed the apk in my phone and i run it i got the error in the screenshot (modifi)",johnny the fifth,2023-04-02 16:08:55+00:00
3,976,back-end-development-and-apis-projects/exercise-tracker bug (?),"hey, im doing https://www.freecodecamp.org/learn/back-end-development-and-apis/back-end-development-and-apis-projects/exercise-trackerand kinda nailed most of them, but i think the verification for the Failed:The date property of any object in the log array that is returned from GET /api/users/:_id/logs should be a string. Use the dateString format of the Date API.kinda messed up, i been wondering and i also search on google and some people also got it, any idea how i can fix it ?",Tcukawi | Arichain,2023-04-01 21:26:16+00:00
3,977,JS to Python,"Hey all, looking for a little help. I'm comfortable with JS and just started learning Python. I'm working through some coding challenges and I am trying to convert my JavaScript solution into Python. The challenge is to take the str parameter being passed and return the string true if the characters 'a' and 'b' are separated by exactly 3 places anywhere in the string at least once.My JS solution is:function StringChallenge(str) {   str = str.toLowerCase();  for (let i = 0; i < str.length; i++) {    if ((str[i] === 'a' && str[i+4] === 'b' || str[i] === 'a' && str[i-4] ==='b')) {      return true;    }   }  return false;}My current Python code looks like:def StringChallenge(strParam):  strParam = strParam.lower()  for x in range(len(strParam)-4):    if strParam[x] == 'a' and strParam[x + 4] == 'b':      return ""true""    elif strParam[x] == 'a' and strParam[x - 4] == 'b':      return ""true""  return ""false""I get a string index out of range error sometimes depending the input with the Python version. (modifi)",Stephan,2023-03-18 19:10:17+00:00
3,981,Issue rendering correct visual for US Choropleth Map with d3.js and React,"I am trying to figure out what went wrong with my code since I have not been able to generate anything else than a big square of a single color while I try to get a colorScale for each element with the class ""county"" of this US map.The weirdest thing is that I validate the test.I am using d3.js and put it in a React 18 component and I use Babel for rendering through another HTML file.The snippet which might be blocking:  const createChoroplethMap = (counties, educationData, width, height, margins) => {    // create SVG element    const svg = d3.select(""#chomap"")      .append(""svg"")      .attr(""width"", width + margins.left + margins.right)      .attr(""height"", height + margins.top + margins.bottom);      // create projection and path generator    const projection = d3.geoAlbersUsa();    const pathGenerator = d3.geoPath().projection(projection);      // create color scale    const colorScale = d3.scaleQuantize()      .domain([0, d3.max(educationData, d => d.bachelorsOrHigher)])      .range(d3.schemeBlues[9]);      // draw counties    svg.selectAll("".county"")      .data(topojson.feature(counties, counties.objects.counties).features)      .enter().append(""path"")      .attr(""class"", ""county"")      .attr(""d"", pathGenerator)      .attr(""fill"", d => {        const county = educationData.find(e => e.fips === d.id);        console.log(county.bachelorsOrHigher)        return colorScale(county.bachelorsOrHigher);      })      .attr(""data-fips"", d => d.id)      .attr(""data-education"", d => {        const county = educationData.find(e => e.fips === d.id);        return county.bachelorsOrHigher;      });      // draw states    svg.selectAll("".state"")      .data(topojson.feature(counties, counties.objects.states).features)      .enter().append(""path"")      .attr(""class"", ""state"")      .attr(""d"", pathGenerator);};Link to the project on codepen: https://codepen.io/reggr0y/pen/QWVoBOR",gregWDumont,2023-03-30 14:25:11+00:00
3,985,Big black square instead of colorScale,Congrats~! You are now level 5!!!,CamperChan,2023-03-30 13:27:48+00:00
3,989,getting two different value for the full viewport height using css and javascript,"hey folks I'm using these two different methods to get the full viewport height I dont know why these are giving two different values1st Method by pure css.root {    display: flex;    height: 100vh;}computed value of height for above method is 664px2nd method by javascript and cssconst vh = window.innerHeight * 0.01;document.documentElement.style.setProperty('--vh', `${vh}px`.root {    display: flex;    height: 100vh;    height: calc(var(--vh, 1vh) * 100);computed of height value for the above method is 641px",Aditya Kirad,2023-03-24 13:18:51+00:00
3,990,JS Algos and Data Structures Projects,"Hi, can somebody explain to me, in simpler words, what I have to do in https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures/javascript-algorithms-and-data-structures-projects/cash-register I am not able to understand",Deleted User,2023-03-18 06:50:27+00:00
3,994,Need help with recursion..,"https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures/basic-javascript/replace-loops-using-recursionfunction sum(arr, n) {  // Only change code below this line  if (n <= 0) {    return 0;  } else {    return sum(arr, n - 1) + arr[n - 1];  }  // Only change code above this line}i have looked at countless videos explaining recursion and i get the concept somewhat, however the logic kinda goes over my head. i was able to do the challenge just by following instructions but really understanding it is tricky.the first argument we return is confusing mesum(arr, n - 1);My questions is how does the function know that i want n amount of elements in arr to be added together? like if i call the functionsum([1,2,3], 3);i get that it keeps calling itself until n <= 0 but how does the n parameter tie into the array in the first argumentsum(arr, n - 1);? i only see how it does so in the second argumentarr[n - 1];idk if im making any sense, im completely new to programming.edit: This makes so much more sense to me because i feel like i can see everything that is happening  function multiply(arr, n) {    let product = 1;    for (let i = 0; i < n; i++) {      product *= arr[i];    }    return product;  }(modifi)",Mia,2023-03-22 03:40:20+00:00
3,995,"Processing, please wait...",Congrats~! You are now level 10!!!,CamperChan,2023-03-21 20:55:03+00:00
3,999,Passing ReactState to children,"Hi, I am working on this project and I want to update the comments count on a post when the user comments/delete his comment.I am passing the commetsCount and setCommentsCount down from post to CommentsDrawer to comments,you can post a comment from the commentsdrawer which should increment the count by one, and the comments component allow you to delete a comment which will decrement by one.Here is the full resporatory: https://github.com/St-Daniel-H/SocialNetworkthe problem is mainly in ./src/FrontEnd/post / commentsdrawer / commentsThank you for your time! And i would highly appreciate any feedback you may have concerinng this social platform project",Daniel,2023-03-18 09:16:04+00:00
3,1000,I can't understand recursion,I need help with recursion and JavaScript.,mikev,2023-03-16 23:25:16+00:00
4,9,NaN,"As a blind learner using a screen reader, Ive been progressing through the Scientific Computing with Python course on freeCodeCamp. While the content and explanations are great, Ive run into a major accessibility issue when trying to view the output of Python programs.In the Python curriculum, the platform runs the code in a virtual environment and shows the output in a ""console"" area below the code editor. However, this output is not accessible to my screen reader. After pressing Ctrl + Enter to run the code, I cannot find or read the result of print() statements  it simply doesnt get announced, nor can I locate it by tabbing or using navigation commands.This is very different from the JavaScript curriculum, where console.log() outputs are easy to find and read with my screen reader. The JS console is properly exposed and behaves more like a standard terminal or live region.",bassem,2025-04-14 12:55:24+00:00
3,1004,Help with calling information from a database using AJAX,"Hi guys, so right now I'm coding my final year project which has to be a website. I've created a website for tracking epilepsy. So far, I have 5 things a user can log and they are appointments, auras, medications, mood and seizures. I've set the pages up so that they send the data back to the database. Right now I am trying to create a page which allows the logged in user to select a date and all the information that they have previously inputted from the date they have selected. I am using the bootstrap datepicker for the calendar and have got that all setup and working. I'm trying to display the information in a table but as of right now, whenever the user clicks on a date, it does not display any information. There is no errors in the console, the only thing I can see is the array which appears to be empty. I've included a screenshot of that in fig 1.Exact steps:Go to diary page and select dateExpected behaviour:The user is to select a date and then it displays all the information they have inputted for a selected date in a table.Actual behaviour:The user selects a date but it does not display anything in the table (see fig 2).I'm currently hosting this locally so cannot provide a link to a working prototype but I have a link to a gist.github page which is below:https://gist.github.com/Harry-Clarke-0/772bfc3ec07a89c78c93b6715620e6b1(also the database connection is in config.php)any advice / snippets of code to use is greatly appreciated (modifi)",Hazza,2023-03-14 15:47:04+00:00
3,1005,Unable to connect the Web 3 project with Infura IPFS,"[https://github.com/mbcse/Decentralized_Social_Media ] Hello, I was attempting to execute this project locally on my machine. Nevertheless, after following all of the instructions in the Readme file. I was still having problems. After connecting my MetaMask wallet (was using Goerli Testnet), it prompted me to join, however after registering, the Google Developer Console displayed an issue, as shown in the screenshot below. I believe the error is due to an inability to connect with Infura, therefore I tried using my own Infura project keys, but failed again. Someone else raised a similar issue in the GitHub Repository's Issue Area. Could someone please suggest a solution to this problem? (modifi)",Geeky,2023-03-15 19:59:52+00:00
3,1009,Can't solve this exercise on classes,"Task 1: Code a Person classCode a Person class, with three parameters in the constructor: name, age, and energy.Set the default parameters in the Person class as follows:name = ""Tom""age = 20energy = 100Code two methods in the Person class. Name those methods sleep() and doSomethingFun().The sleep() method should take the existing energy level and increase it by 10.The doSomethingFun() method should take the existing energy level and decrease it by 10.Task 2: Code a Worker classCode a sub-class, inheriting from the Person class, and name it Worker.The Worker class has two additional parameters in the constructor:xp (for ""experience points"")hourlyWage.These properties are set to the following default values:xp = 0hourlyWage = 10The Worker class has all the paramerters and methods of its super-class.Additionally, it has the goToWork() method, which, whenever it's run, increases the value of the xp property by 10.Task 3: Code a intern objectInside the intern function instantiate the Worker class to code a new intern object.The intern should have the following characteristics:name: Bobage: 21energy: 110xp: 0hourlyWage: 10Run the goToWork() method on the intern object. Then return the intern object.Task 4: Code a manager objectInside the manager function instantiate the Worker class to code a new manager object.The manager object should have the following characteristics:name: Aliceage: 30energy: 120xp: 100hourlyWage: 30Run the doSomethingFun() method on the manager object. Then return the manager object.",Starbreeze,2023-03-14 19:55:04+00:00
3,1010,can i do authentication via Arbitrary credentials submitted by the user ?,"firebase auth allows u to create users with arbitrary credentials (email , password ) without the need for a service provider like google they get stored in firebase , the user can later authenticate with those credentials , I was wondering if i can do the same thing with next Auth ?",johnny the fifth,2023-03-07 18:47:53+00:00
3,1014,A web application for data science interactive tools,"Hey guys, I just got the fundamentals of React like 2 weeks ago and started on this project. So the basic idea was to deal with datasets by making data science processes entirely interactive. And I am talking about data importing, preprocessing, visualization and analysis. For the time being the project doesn't have plenty of features but I'm constantly working on it. So please check it and I'll gladly hear your reviews and advices.https://chipper-madeleine-3f429e.netlify.app/PS : only try by importing CSV file, I haven't implemented the options for other extensions like XLS and JSON.",Dionysos,2023-03-07 18:29:23+00:00
3,1018,25+5Clock Project,"https://github.com/VADDIJASWANT/FreeCodeCamp/tree/main/25%2B5ClockMy code is failing test cases(25/29) but the problem is I am not able to understand what the issue is, the test cases which it is showing failed are working normally when I do it manually like (10. If the timer is running and I click the element with id=""start_stop"", the countdown should pause. ) this test case when I manually press the button it is working same with this (12. When a session countdown reaches zero (NOTE: timer MUST reach 00:00), and a new countdown begins, the element with the id of ""timer-label"" should display a string indicating a break has begun.).please help me with this",deathgamer...,2023-03-06 17:29:36+00:00
3,1022,Tanstack React Query: wanted to make use of setQueryData() but not getting desired output!!,"hello everybody, im trying to learn Tanstack React Query, and for some reason i cant make use of this ""setQueryData"", it keeps showing me old data in ""query"", i even tried to ""invalidate previous query data"" still rendering same old data!!here is my attempted code:const clientQuery = useQueryClient()const updatePost = async () => await axios_request.put(`/posts/${post.id}`, postData)    const { mutate } = useMutation(updatePost, {        onSuccess: (responseData) => {            // even though this would work but we can rather improve upon this by updating its dataset in query and stay in this route instead            // navigate(""/posts"")  // this works just fine            // this is not invalidating previous query dataset            clientQuery.invalidateQueries([""post"", post.id])            toggleEdit()            // this isnt updating olddata with newly updated data on already fetched dataset from earlier            clientQuery.setQueryData([""post"", post.id], () => {            //     console.log(responseData.data, post)                toggleEdit()                return {                   // data: [{...post, ...responseData[""data""]}]                   data: [responseData.data]              }            })        }    })fyi, if i refresh or comeback to this route it shows correct data, but not on DOM right after update action is in effect, what am i missing here, thanks for looking into this, much appreciated",ab,2023-03-05 18:18:52+00:00
4,12,Looking for a Textbook,"Greetings, i am not sure if this is the right place to ask. I am pretty new to python. Currently doing ""scientific computing with Python"" and i would like to get some suggestions on some introductory books to help me a bit on the topic. Preferred language is english!thank you in advance",Mike,2025-04-03 20:23:38+00:00
3,1023,"How can I fix this merge sort visualization in React? Sorting is working, visualization is broken.","Hey everyone! I'm working on a sorting algorithm visualizer, and I've got all of my sorting animations implemented except for merge sort, which is proving to be a challenge. I've been at it for days trying to fix it, but I'm running into a few issues. I'd really appreciate some help.The general framework I'm using is to run sorting functions synchronously on the stateful variable barsToRender. By the end of this step, two things are achieved: the input array becomes sorted, and all animation actions are added in the correct order to a queue. Then, the animateArrayUpdate async function will handle the animation queue by updating the highlighted indices (these are representations of which items are next up to get sorted), staggering the animation with setTimeouts, and physically rearranging the bars to show each step in the sorting procedure.Merge sort itself is working properly to sort its input, but I can't get the visualization to update the bars accordingly. Updating the position of the bars involves changing their left properties. I keep running into duplicate key errors, and removing duplicates doesn't seem to be the correct solution. My swapping/copying inside of setBarsToRender seems to be broken. I learned a lot doing this project but I've been stressed out with this last part.Here is the sandbox: https://codesandbox.io/s/condescending-heisenberg-ydepx1?file=/src/VisualizerControls.js",Absolute,2023-03-04 23:09:45+00:00
3,1027,how can remove task,"Hi everyone, I'm trying to make a to-do app but I'm having problem trying to delete task I added previously . Here is the html and js code",Mujab_ayo,2023-03-03 09:40:06+00:00
3,1028,want to trigger the event if the child or parent anyone is clicked,hi. I have a parent with 3child and 2sub child . what i want if use clicks anyone the target i want,HOlllOW,2023-02-22 15:22:18+00:00
3,1032,React axios,"hello guys, I'm following this tutorial https://www.youtube.com/watch?v=5PdEmeopJVQ&t=2836s&ab_chann",Kypac,2023-02-24 04:17:51+00:00
3,1033,how to do this task,"https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures/basic-javascript/write-reusable-javascript-with-functionsi wrote function reusableFunction() { console.log(""Hi World"");}and it says wrong",apple,2023-02-23 03:37:31+00:00
3,1037,i'm stuck at javascript Use Bracket Notation to Find the Nth Character in a String,Can you share a link to the exercise?,plamoni,2023-02-23 01:39:10+00:00
