thread_id,title,question,category
730.0,Hamburger Menu,"Hello, I'm trying to implement a hamburger menu for practice. I'm running into an issue where the styling gets effected in the original code . Here is my code for the hamburger menu/* Hamburger Styles */.hamburger-menu {    display: none; /* Initially hidden */    flex-direction: column;    gap: 5px;    cursor: pointer;}.bar {    width: 25px;    height: 3px;    background-color: #F7F8FC;}/* Responsive Navigation */@media (max-width: 768px) {    .hamburger-menu {        display: flex; /* Display on smaller screens */    }    .nav-links {        display: none; /* Hide the links initially */        flex-direction: column;        gap: 1rem;        position: absolute;        top: 100%;        right: 0;        background-color: #2E3A59; /* Background color of the dropdown */        width: 200px; /* width of dropdown menu */    }    .nav-links.nav-active {        display: flex; /* Show links when active */    }}html<nav class=""hero-nav""> <div class=""hamburger-menu""> <div class=""bar""></div> <div class=""bar""></div> <div class=""bar""></div> </div> <div class=""nav-links""> <a href=""#mentorship"" class=""nav-link"">Mentorship</a> <a href=""/html/contact.html"" class=""nav-link"">Contact Me</a> </div></nav>```jsdocument.addEventListener(""DOMContentLoaded"", function() {    const hamburger = document.querySelector("".hamburger-menu"");    const navLinks = document.querySelector("".nav-links"");    hamburger.addEventListener(""click"", () => {        navLinks.classList.toggle(""nav-active"");    });});",Bug Help
771.0,What all I need to know to add log in feature to a website?,"I'm 11 years old ond and have good hold on c, c++, python and now I've been self learning html/css and JavaScript. I built a couple of websites but now I'm interested in learning how to add ""login"" feature to my website so that user can login with user ID and password. Could you please let me know what I need to know to add the log in feature to my website? Thanks for your help in advance.",Learning Question
95.0,CSS Building a Penguin Step 82,Not sure what to do here,General Discussion
1037.0,i'm stuck at javascript Use Bracket Notation to Find the Nth Character in a String,Can you share a link to the exercise?,Resource Request
613.0,can somebody explain?,"Pictures of code are hard to read and cannot be copied into a local IDE for debugging. Please send your actual code or a link to your repository, instead of a picture.",Bug Help
440.0,Sections Hide and Unhide,"Good day,I'm sorry to bother you, but I really don't know how to write the following function. I have my own NodeJS Portfolio ( unrealcotemperor.com ) repository located on github (https://github.com/EmperorKunDis/Emperortfolio) and in the container on VPS digitalocean and +/- everything works as I invented a couple of functions here and there and I always it took a day or two at most and I figured it out.But now I've been trying this function for about half a week and I can't see it.In the HTML code, I have several sections, each with a specific name, and I need the welcome, hero, resume, and contacts sections to disappear after pressing, for example, my projects, leaving only the my projects section, where several projects would be displayed. Then, when the user presses other, all sections except the selected one disappear again, and several subsections appear below it. And I just can't accept this simple function. Thank you in advance for the time that anyone spends on this",Learning Question
844.0,Exercise tracker,"Hi,I am pretty sure the marked tests should pass but they keep failing!this is the code that I came up with:const userSchema = new mongoose.Schema({  username: String,})const users = mongoose.model(""Users"", userSchema);const exerciseSchema = new mongoose.Schema({  userId: String,  description:String,  date: Date,  duration:Number,})const exercises = mongoose.model(""Exercises"", exerciseSchema);app.get(""/api/users"",async (req,res)=>{  const allUsers = await users.find();  res.json(allUsers);});app.post(""/api/users"",async (req,res)=>{  const name = req.body.username;  const foundUser = await users.findOne({username: name});  if(!foundUser){      const user = await users.create({username: name});     res.json({      username: user.username,      _id: user._id  })  }else{    res.json({      username: foundUser.username,      _id: foundUser._id    })  }})challenge link:https://www.freecodecamp.org/learn/back-end-development-and-apis/back-end-development-and-apis-projects/exercise-tracker",Resource Request
1071.0,Parse .pack files using javascript,"Goal: Using fs to unpack my .git/objects/pack to parse data.Code:// The path to the .pack fileconst packfile =  "".git/objects/pack/pack-070502cdb734901cf23c866515dce4645f54e6ae.pack"";// Read the binary data of the .pack fileconst packData = fs.readFileSync(packfile );// Unzip the data using zlibconst unzippedData = zlib.inflateSync(packData);I think the main issue I am having is trying to translate a <Buffer > file with zlib.Error Message: node:internal/process/esm_loader:97    internalBinding('errors').triggerUncaughtException(                              ^Error: incorrect header check    at Zlib.zlibOnError [as onerror] (node:zlib:189:17)    at processChunkSync (node:zlib:457:12)    at zlibBufferSync (node:zlib:178:12)    at Object.syncBufferWrapper [as inflateSync] (node:zlib:792:14)    at file://Desktop/LESSONS/Git/gitlog/pack.js:46:27    at ModuleJob.run (node:internal/modules/esm/module_job:194:25) {  errno: -3,  code: 'Z_DATA_ERROR'}",Bug Help
528.0,Hello~!,Fancy fancy forum posts!,General Discussion
285.0,Need Help with Scrolling Issue in React Chat Interface,"Hi everyone! I'm working on a React project where I'm creating a chat interface similar to WhatsApp. However, I'm experiencing an issue with the scrolling effectit gets distorted as I scroll down the chat list. Has anyone encountered this before or have any advice on how to fix it? Any help would be greatly appreciated!Github repo - https://github.com/devasyarajguru/Legal-Justice-NIH-Hackathon-",Bug Help
80.0,React Website Only Showing White Screen After Hosting On Github Pages,"I am attempting to host a website on Github Pages that I made in React, but when actually going to the website url, the website only shows a white screen and gives an error that saysLoading module from https://imageanalyzer.sprigazalea.xyz/src/main.jsx was blocked because of a disallowed MIME type (text/jsx).I have tried looking into some tutorials related to getting a React set up on Github Pages but found that the solutions didn't seem to help my specific issue. It is possible I am just getting something wrong that in reality is very basic, I am just not sure how to address it. My Website: https://imageanalyzer.sprigazalea.xyz/Github Repo: https://github.com/Sprigazalea/Image-AnalyzerHas anyone else experienced this before? Any help on resolving this is greatly appreciated. It is the last thing I have to do in regards to wrapping the project up",Bug Help
144.0,Issue with feecodecamp not passing the code but it works when i test it on JSfiddle,Congrats~! You are now level 1!!!Don't want these messages anymore? You can turn them off in your /user-settings,Bug Help
322.0,New to Coding - Product Landing Page |Help Needed|,I'm currently working on completing the Product Landing Page certificate project. I've run into some issues in the and I'm not quite sure how to properly format it. I'm relatively new to coding so I don't really understand how to do this.I've included a picture of the issues that it's pinging in my code and also the full code.Thank you so much for helping out !!!!,Bug Help
241.0,JavaScript text based RPG game with a terminal look,"I'm currently working on my first javaScript integrated webdev project and the first part of the project where onclick the submit button it should run the start() function and update the narratorArea variable with the innerText property to the contents if the textarea input variable has been filled, but after multiple fixes it still wouldn't appear on the narrator-area div. what do you guys think?https://github.com/PapermasteroneGH/The-Test-Room-terminal-view-/tree/main",General Discussion
58.0,i dont see the mistake on this,ive cross checked it.. n tried diffrent stuff but im not able solve this,General Discussion
196.0,Step 62 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link href=""https://fonts.googleapis.com/css?family=Open+Sans:400,700,800"" rel=""stylesheet""> <link href=""./styles.css"" rel=""stylesheet""></head><body> <div class=""label""> <header> <h1 class=""bold"">Nutrition Facts</h1> <div class=""divider""></div> <p>8 servings per container</p> <p class=""bold"">Serving size <span>2/3 cup (55g)</span></p> </header> <div class=""divider large""></div> <div class=""calories-info""> <div class=""left-container""> <h2 class=""bold small-text"">Amount per serving</h2> <p>Calories</p> </div> <span>230</span> </div> <div class=""divider medium""></div> <div class=""daily-value small-text""> <p class=""bold right no-divider"">% Daily Value *</p> <div class=""divider""></div> <p><span><span class=""bold"">Total Fat</span> 8g</span> <span class=""bold"">10%</span></p> <p class=""indent no-divider"">Saturated Fat 1g <span class=""bold"">5%</span></p> <div class=""divider""></div> <p class=""indent no-divider""><span><i>Trans</i> Fat 0g</span></p> <div class=""divider""></div> <p><span><span class=""bold"">Cholesterol</span> 0mg</span> <span class=""bold"">0%</span></p> <p><span><span class=""bold"">Sodium</span> 160mg</span> <span class=""bold"">7%</span></p> <p><span><span class=""bold"">Total Carbohydrate</span> 37g</span> <span class=""bold"">13%</span></p> <p class=""indent no-divider"">Dietary Fiber 4g</p> <div class=""divider""></div> <p class=""indent no-divider"">Total Sugars 12g</p> <div class=""divider double-indent""></div> <p class=""double-indent no-divider"">Includes 10g Added Sugars <span class=""bold"">20%</span></p> <div class=""divider""></div> <p class=""no-divider""> <span> <span class=""bold"">Protein</span> 3g</span> </p> </div> </div></body></html>",Resource Request
989.0,getting two different value for the full viewport height using css and javascript,"hey folks I'm using these two different methods to get the full viewport height I dont know why these are giving two different values1st Method by pure css.root {    display: flex;    height: 100vh;}computed value of height for above method is 664px2nd method by javascript and cssconst vh = window.innerHeight * 0.01;document.documentElement.style.setProperty('--vh', `${vh}px`.root {    display: flex;    height: 100vh;    height: calc(var(--vh, 1vh) * 100);computed of height value for the above method is 641px",General Discussion
115.0,Flexbox navbar background-color issue,"Hey, I am trying to build a navbar, but I get an issue, with the background color, which goes by the items in the navbar. I know it has to do something with the flexbox, but is there any fix to it without using media queries?",Bug Help
20.0,HTML Inserting a Hamburger Menu in the proper position?,"Hey @Mike, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",General Discussion
645.0,JavaScript Algorithms and Data Structures - Learn Basic JavaScript by Building a Role..,Please only post in either programming-help-forum or programming-help,General Discussion
86.0,Issue with feecodecamp not passing the code but it works when i test it on JSfiddle,Congrats~! You are now level 1!!!Don't want these messages anymore? You can turn them off in your /user-settings,Bug Help
140.0,css help,"hi everyone , i would like to get help , i have been working on a website now but i figured that when i zoom out or in ,all the page messes up how can i fix it pls",General Discussion
178.0,Not sure what is wrong with this code??,"You should have four article elements in your second section.,But I do?",Learning Question
206.0,Minimum width size for responsive design,"Hello.I am a novice software developer learning basic HTML and CSS, of course in freeCodeCamp. I am learning the basic concepts of responsive web design, specifically media queries.I am using Chrome dev for my projects but this browser and others allow to set the width up to 50px, so I am wondering, Is there a standardized minimum width size for the millions of devices out there?Thank you in advance. (modifi)",General Discussion
204.0,Python Script Error (Sudoku Solver),I don't understand what is supposed to be | 7 0 0 | rather than | 0 0 0 |Like . . what is supposed to be what? What row/column/cell? Are you saying that you're getting a wrong answer or that the inputs are wrong somehow?,Bug Help
19.0,Hamburger Animation Not Running Properly (Please see GitHub Link to code),"Could suggest where I can get help to figure out what is wrong with my html css (hamburger menu). Being able to integrate the animations with JS have been perplexing. Did several tutorial videos, even built my own isolated examples, but still hard to pinpoint issue on my main website page that I am designing. GitHub to link to code is attached. Thanks in advance!Note: Files to examine in the src folder are Interp_Page.html / Interp_Page.css / engine.js https://github.com/MicheleDS79/Intpereter-Page/tree/master/src",Bug Help
478.0,User could not be added in Github,"I am working on a Portfolio website project.When I tried to add a collaborator in Github, it shows the error User Could not be Added",Bug Help
289.0,HELP me I am lost. (Career Advice),"Hey everyone,I'm 24 years old and recently graduated with a bachelor's degree in IT from a public university in Pakistan. Unfortunately, the education system here didn't provide much practical learning. Professors rarely attended lectures, and most of the time, we were given PDFs of questions to memorize for exams. I didn't take my studies seriously either and ended up copying my final year project from GitHub. After graduating, I felt like I wasted four precious years of my life and was quite depressed.Determined to turn things around, I started my web development journey. After wasting a few months binge-watching YouTube videos, I discovered FreeCodeCamp, which has been incredibly helpful. I've learned a lot by doing projects and am about to finish the JavaScript Algorithms and Data Structures course.Now, I have some questions and would love your advice:When should I start applying for jobs during this learning journey?,I'm considering doing a master's in computer science since my parents can support me financially. Will this degree help me?,After finishing the JS Algorithms and Data Structures course, should I move on to Full Stack Open, The Odin Project, or other FreeCodeCamp courses?,I want to do CS50 and CS50W. When should I fit these into my learning plan?,Do you have any other suggestions for someone in my position?,One thing I'd like to ask is about a suggestion from my friend, who is working as a freelancer and making a good amount of money through Webflow. He advised me to prioritize learning Webflow to start earning money quickly, instead of following long roadmaps like FreeCodeCamp, Full Stack Open, and The Odin Project. Seeing my friend making a lot of money with Webflow sometimes makes me feel that I might be going in the wrong direction. Is my plan okay? Do you have any advice about my plan?Thanks again for your help!",Learning Question
436.0,AI SAAS Styling Error,"Hello yall, I am currently close to finishing the AI SaaS tutorial from FreeCodeCamp, but I am facing some issues with the styling in the repo, it is giving me overflow errors and it looks weird on mobile. Would anyone be down to check it out or talk about it? It is this tutorial, it is just a tailwind error I think https://www.youtube.com/watch?v=r895rFUbGtE&t=9966s",Bug Help
488.0,Looking for some design related feedback!! thanks :),"hello everybody, im working on this Blog Platform app for a while now, and its somewhat done from my perspective but im sure there might some glaring design, ui/x flaws that im totally overlooking and needs to be handled appropriately. please send them in to my direction so that i can work on them and fix them up nicely, thanks and happy coding y'all https://blog-site-delta-lyart.vercel.app/",Code Review
1000.0,I can't understand recursion,I need help with recursion and JavaScript.,General Discussion
236.0,"How arent empty string and whitespace string providing true when compared, but both equal to false?","~ nodeWelcome to Node.js v22.5.1.Type "".help"" for more information.> "" "" == """"false> "" "" == falsetrue> """" == falsetrue",General Discussion
587.0,where to start?,"Hi all,I am well-versed with Html, css, js concepts. I want to extend my knowledge by doing projects. But, not sure which projects I have to build .Could you please suggest some resources/project ideas for building projects on html, css ,js alone. I am kind of overwhelmed with lots of online information. Thanks in advance PS: Could you also suggest some top resources to learn/revise html, css, js other than FCC. I want in-depth knowledge of these skills.#webdevelopment",Resource Request
1055.0,Where have I gone wrong,"function colorChanger(day, num){                if (statu[day][num - 1] === true) {                    document.getElementById(`subject_${num}`).className = 'red';                    statu[day][num - 1] = false;                } else {                    document.getElementById(`subject_${num}`).className = 'green';                    statu[day][num - 1] = true;                }            }        }        function onOff(num) {            switch (weekday) {                case 'Saturday':                case 'Sunday':                case 'Monday': colorChanger(0, num);                    break;                case 'Tuesday': colorChanger(1, num);                    break;                case 'Wednesday': colorChanger(2, num);                    break;                case 'Thursday': colorChanger(3, num);                    break;                case 'Friday': colorChanger(4, num);                    break;            }        }statu is an array with 5 arrays inside of it which all values are booleansweekday is automatically set to what day of the week your on(monday, wednesday etc.)the onOff function input comes from an html input buttonthe aim of this part of code is to set a text to either red/greenany help/advice will be greatly appreciated",General Discussion
333.0,"Python, Data analysis, machine learning is all part of Software engineering?","Hello I was told by multiple friends to check out freecodecamp and looking at the cirriculumn. I see that we cover front end and back end web dev and then it goes into python, data analysis, machine learning. I am new to this field but maybe someone can explain why those are part of software engineering or full stack developer?",Learning Question
246.0,html,"Good morning can someone advise me, please? I am building a survey registration and I have included a dropdown list for the person's title.. The problem I have it has decide to put the label and the drop down box on separate lines, I have tried what I think is everything but clearly not to put them on the same line, I think it has something to do with float.......... Please find me code: <!--Customer Titles (cust_title) --> <label for=""cus_title"">Select Title</label> <select name=""cust_title"" id=""cust_titles""> <option value=""Select_one"">Select One</option> <option value=""mr"">Mr.</option> <option value=""mrs"">Mrs.</option> <option value=""miss"">Miss.</option> <option value=""ms"">Ms.</option> <option value=""not_says"">Rather Not say</option> </select>Can some one please help, thank you",Bug Help
53.0,Amazon connect AGENT Participant creation,Quick help in Amazon connect anyone know how to create participant with AGENT participant role as I am creating custom ccp for my final project to showcase my skills spent like 3 hours finding in doc not able to find it as I don't want to use amazon connect stream library I want use connect and participant apis only,Learning Question
187.0,Learn Basic CSS Step 12,I'm not sure what to do here. I selected all three but it's say not to change h1??,General Discussion
163.0,Tribute Page,"<!DOCTYPE html><html lang=""en""> <head> <meta charset=""utf-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title id=""title"">Dr. Norman Borlaug</title> <link rel=""stylesheet"" href=""styles.css""> </head> <body> <main id=""main""> <h1 id=""title"">Dr. Norman Borlaug</h1><div id=""img-div""> <img id=""image"" > </img><div id=""img-caption"">Ada Lovelace, the first computer programmer.</div> </div><div id=""tribute-info"">The man who saved a billion lives</div><a id=""tribute-link"" target=""_blank"" href=""https://cdn.freecodecamp.org/testable-projects-fcc/images/tribute-page-main-image.jpg"" alt=""https://en.wikipedia.org/wiki/Norman_Borlaug#/media/File:Borlaug90-2004.jpg""> </a></body>.image{ max-width:100%; height:auto; display:center;}.tribute-info{ display:center;}.img-caption{font-size: 14px;text-align: center;}.img-div{font-size: 14px;text-align: center;}img{ display:block;}https://www.freecodecamp.org/learn/2022/responsive-web-design/build-a-tribute-page-project/build-a-tribute-page",Resource Request
29.0,HTML Inserting a Hamburger Menu in the proper position?,"Hey @Mike, it looks like you tried uploading something that wasn't an image or video. Please do not upload other files, to ensure the safety of our users.",General Discussion
552.0,Math.random question,"Followingyou can generate a random number within a range. For example, this generates a random number between 1 and 5: Math.floor(Math.random() * 5) + 1;.If I take away +1 does it mean, I get value from 0 to 5(exclusive) and then to make it go to 5, we add +1?",General Discussion
244.0,Learn Basic CSS Step 12,I'm not sure what to do here. I selected all three but it's say not to change h1??,General Discussion
285.0,preventing form refresh,In the js beta curriculum here: https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures-v8/learn-advanced-array-methods-by-building-a-statistics-calculator/step-18We are told to add a return statement to the html file. How does adding this return statement prevent the form from refreshing?,General Discussion
674.0,Rx entry simulator (code review),"Hello, it's me once again. Here to ask for a code review once more but this time it is for the MVP of my current project.https://github.com/Asurakun1/prescription-simulator",Code Review
641.0,Responsive Navbar,How to I close the Navbar after clicking on NavLinks? (in mobile screen)https://codesandbox.io/s/silly-bird-nsi8hw?file=/src/index.js,Learning Question
460.0,Looping and evaluation,"Hello, I m trying to understand the following      if (array[j] > array[j + 1]) {        const temp = array[j];        array[j] = array[j + 1];        array[j + 1] = temp;      }in context of  for (let i = 0; i < array.length; i++) {    for (let j = 0; j < array.length - 1; j++) {      console.log(array, array[j], array[j + 1]);      if (array[j] > array[j + 1]) {        const temp = array[j];        array[j] = array[j + 1];        array[j + 1] = temp;      }    }  }what confuses me firstly is array[j + 1] will be first instance of what is j and next to that element e.g. 8but because it is ""evaluating"" it will be 1 on line array[j] = array[j + 1]; (modifi)",Learning Question
558.0,Help with calling information from a database using AJAX,"Hi guys, so right now I'm coding my final year project which has to be a website. I've created a website for tracking epilepsy. So far, I have 5 things a user can log and they are appointments, auras, medications, mood and seizures. I've set the pages up so that they send the data back to the database. Right now I am trying to create a page which allows the logged in user to select a date and all the information that they have previously inputted from the date they have selected. I am using the bootstrap datepicker for the calendar and have got that all setup and working. I'm trying to display the information in a table but as of right now, whenever the user clicks on a date, it does not display any information. There is no errors in the console, the only thing I can see is the array which appears to be empty. I've included a screenshot of that in fig 1.Exact steps:Go to diary page and select dateExpected behaviour:The user is to select a date and then it displays all the information they have inputted for a selected date in a table.Actual behaviour:The user selects a date but it does not display anything in the table (see fig 2).I'm currently hosting this locally so cannot provide a link to a working prototype but I have a link to a gist.github page which is below:https://gist.github.com/Harry-Clarke-0/772bfc3ec07a89c78c93b6715620e6b1(also the database connection is in config.php)any advice / snippets of code to use is greatly appreciated (modifi)",Bug Help
181.0,Review Algorithmic thinking by by building a dice game step 13,I don't remember how I got the highest duplicates in step 7. Can you guide me through it? Link to what I have come up with so far: https://codepen.io/Lydia-Moor/pen/ZEdRzqR,Code Review
257.0,Hey developers!,I am stuck with the name error problem in vs code python programming which is getting me frustrated even after correcting the spelling 'print' and changing the letters from upper case to lower case. So if you have any solutions kindly help .programming-help,Bug Help
276.0,DocumentDb or mongodb for my webapp pulishing?,"Hi guys , Ive been working on a path lab management system, and Im currently deciding between Amazon DocumentDB and MongoDB Atlas for my database needs. As the system is expected to serve around 200 users and falls into the medium-scale category,which one would be cost effective for long run. Im sry if i sound stupid but ive never publish a webapp before so,Id greatly appreciate your response.",General Discussion
549.0,Angular + tailwind,"I m trying to use tailwindcss and angular material in my angular project. But I have troubles to run it. I followed the tailwind-angular docs, but its classes are not applying... I have no idea how to solve it.I see a warning when compilingwarn - No utility classes were detected in your source files. If this is unexpected, double-check the `content` option in your Tailwind CSS configuration.I checked the content and I follewed the docs and addedcontent: [    ""./src/**/*.{html,ts}"",  ],so I dont really understand why the warning is still showing. Any advice on what I can check, or what to do? (modifi)",Bug Help
188.0,How to create a video loop carousel like,https://mzmedia.digital/ is website where i get the reference of this cousal and i want same carousel and video should be hosted from vimeo...,Learning Question
361.0,What framework to learn,"I want to learn how to make a fullstack website, but I don't know what to learn. Like, should I learn django or ruby on rails or spring boot? I want to learn the most in demand framework, anyone of them that could give me even just a bit higher chance on landing a job. I'm a lightly seasoned software java developer, but I just touched local database. I want to learn how to make projects such us ecommerce website, chatting web, or any other projects that uses real time database",Career Advice
823.0,who can solve this riddle,"You have a linked list of objects. Each object has a single boolean variable field. The list is linked into a circle. How would you count how many objects there are in the circle?You can only set the current object's variable to True or False and move to the next or to the previous object in the list. It's not possible to use references to items or mark them in any way except by changing the flag's value. You can also count objects and remember fields' values. The initial values of the flags in the list are totally random. ...->{flag: true}<->{flag: true}<->{flag: false}<->{flag: true}<->{flag: false}<-...__[current ^ ]__ Ideally, it'd take 10 or 20 minutes, and it's possible to find a solution on the Internet if you try hard. You don't have to use pseudocode, just the explanation of how you would count it.Edit: We can even abstract away from computer concepts and imagine that we're a blind traveller inside a tunnel. The tunnel has many chambers, and they're linked into a circle. Each chamber has a wooden stick in it. You can only turn sticks to be put horizontally or vertically. So the goal is to count how many chambers there are in the circle by only turning the sticks and counting in your head.Common misconceptions.in the first iteration...How would you know that you've made an iteration? It's not possible to use references.transform a circle into an array of data ... use 'length' propertyNo, it's not possible to transform or analyse the list itself in any way.If the flag is False, increment the counter by 1Initially, flags are set randomly. Please pay attention to the challenge description.",Career Advice
289.0,HELP me I am lost. (Career Advice),"Hey everyone,I'm 24 years old and recently graduated with a bachelor's degree in IT from a public university in Pakistan. Unfortunately, the education system here didn't provide much practical learning. Professors rarely attended lectures, and most of the time, we were given PDFs of questions to memorize for exams. I didn't take my studies seriously either and ended up copying my final year project from GitHub. After graduating, I felt like I wasted four precious years of my life and was quite depressed.Determined to turn things around, I started my web development journey. After wasting a few months binge-watching YouTube videos, I discovered FreeCodeCamp, which has been incredibly helpful. I've learned a lot by doing projects and am about to finish the JavaScript Algorithms and Data Structures course.Now, I have some questions and would love your advice:When should I start applying for jobs during this learning journey?,I'm considering doing a master's in computer science since my parents can support me financially. Will this degree help me?,After finishing the JS Algorithms and Data Structures course, should I move on to Full Stack Open, The Odin Project, or other FreeCodeCamp courses?,I want to do CS50 and CS50W. When should I fit these into my learning plan?,Do you have any other suggestions for someone in my position?,One thing I'd like to ask is about a suggestion from my friend, who is working as a freelancer and making a good amount of money through Webflow. He advised me to prioritize learning Webflow to start earning money quickly, instead of following long roadmaps like FreeCodeCamp, Full Stack Open, and The Odin Project. Seeing my friend making a lot of money with Webflow sometimes makes me feel that I might be going in the wrong direction. Is my plan okay? Do you have any advice about my plan?Thanks again for your help!",Career Advice
297.0,Sections Hide and Unhide,"Good day,I'm sorry to bother you, but I really don't know how to write the following function. I have my own NodeJS Portfolio ( unrealcotemperor.com ) repository located on github (https://github.com/EmperorKunDis/Emperortfolio) and in the container on VPS digitalocean and +/- everything works as I invented a couple of functions here and there and I always it took a day or two at most and I figured it out.But now I've been trying this function for about half a week and I can't see it.In the HTML code, I have several sections, each with a specific name, and I need the welcome, hero, resume, and contacts sections to disappear after pressing, for example, my projects, leaving only the my projects section, where several projects would be displayed. Then, when the user presses other, all sections except the selected one disappear again, and several subsections appear below it. And I just can't accept this simple function. Thank you in advance for the time that anyone spends on this",Career Advice
53.0,Resume question,Hey everyone I have been making a static website with my college seniors and classmate for a foundation by the order of my department head I want to ask since I am contributing into this project can I use this to add in Cv/resume while applying for internship ? since it is a static website I want to knowThe image is just a sample of 1 I have to make similar pages for more 25 plants let me know what I should do :D,Career Advice
406.0,React Bootstrap Pills problem :',"Hi everyone. So I am using React Bootstrap for TABS and PILLS. But it seems like eventKey doesn't working. I can't find the answer on internet: https://i.imgur.com/Imt5j2t.png I use this boilerplate. THE PROBLEM: whatever tab I click, it shows every tab content. Not the related one: such as first shows first content etc. Could you please help me int his matter? Thanks in advance!https://react-bootstrap.netlify.app/docs/components/navs",Career Advice
195.0,Need someone willing to teach me,"Hey, I'm new to the boot camp thinking about getting an career in coding, Is there anyone who is willing to help me get my certification? @Blush2.0",Career Advice
746.0,Can't seem to treat an error,"This is my catch block:} catch (error) {    console.log(""Entered catch"");    console.log(""error"", error);    if (error instanceof CustomError) {      console.log(""Entered CustomError"");      return res.status(error.statusCode).json({ message: error.payload });    }    console.log(""Entered GenericError"");    return res.status(500).json({ message: error.message });  }My console prints the following:Entered catcherror CustomError    at updateChocolate (/home/leandro/trybe-exercicios/back-end/bloco-03-introducao-des-web-node/dia-03-node-testes-itegracao/escrevendo-testes/cacau-trybe/src/cacauTrybe.js:61:35)    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)    at async /home/leandro/trybe-exercicios/back-end/bloco-03-introducao-des-web-node/dia-03-node-testes-itegracao/escrevendo-testes/cacau-trybe/src/app.js:54:30 {  payload: 'chocolate not found',  statusCode: 404}How come it's entering the catch block but not printing either of the other messages?",Career Advice
187.0,Where to go from here?,"Hello programmers, I am looking for general advice on which direction I should go in, in terms of learning a programming language. I have very little knowledge of a few languages currently, I started to learn Python, with YouTuber videos and then some fCC information. I eventually stuck with fCC for learning web development but I am getting stuck with trying to understand syntax and structure of these tutorials and not having a video/instruction on where these features and algorithms came about. I lost interest after completing HTML/CSS and some JS, so I switched to SwiftUI thinking I wanted to create iOS apps. But I believe I am falling in the same trap, so much information about these language models and me not knowing where or how to structure my own project let alone understand enough about the YT videos I am trying to follow along and re-typing myself. My question is, does anyone with programming experience have any advice as to where my focus should be heading? I can answer any questions you may have to help pinpoint. I am not in any position to make a career change at this point and no rush to learn in 6 weeks and land a job, I am simply looking to learn because I want to learn it and have fun with it and see where it could take me. I am open to listening to experiences and stories and see if it shifts anything.",Career Advice
501.0,"hi guys, I need some help with deciding between front or back end development.",There is no fast path to learning programming or getting a job as a developer,Career Advice
440.0,Sections Hide and Unhide,"Good day,I'm sorry to bother you, but I really don't know how to write the following function. I have my own NodeJS Portfolio ( unrealcotemperor.com ) repository located on github (https://github.com/EmperorKunDis/Emperortfolio) and in the container on VPS digitalocean and +/- everything works as I invented a couple of functions here and there and I always it took a day or two at most and I figured it out.But now I've been trying this function for about half a week and I can't see it.In the HTML code, I have several sections, each with a specific name, and I need the welcome, hero, resume, and contacts sections to disappear after pressing, for example, my projects, leaving only the my projects section, where several projects would be displayed. Then, when the user presses other, all sections except the selected one disappear again, and several subsections appear below it. And I just can't accept this simple function. Thank you in advance for the time that anyone spends on this",Career Advice
351.0,Do i use prisma in my project,"i noticed that prisma is required a lot in the job market i thought it would be a great idea to use it in my project and gain experience with it i wanted to know if it's a good idea to use prisma because it provides a lot of abstraction i never used mySql alone in my apps before , i know the basics but this is my first time using a sql database in my project do i build a project with mySql without an orm or just go prisma with mySql",Career Advice
377.0,Can a blind person code?,"Hi all, i hope everyone is doing well.i have a question to all the programers here.I am a blind person totally blind, memaning that i can not see anything.And i am learning coding, and i am doing well in coding really, using my screenreader and everything is going greate.let's go to my question now, i have problem with styling, not in code but, i can not imagin the style, i can't put style with my self , i mean in the projects in css they was saying to me, give the #title a border of 10px solid. and like this, i can put only what they said to me but, in coding there is no problems, as i said, my own problem is the styling i can not put it, i tryed to imagin but, still can't. and i want to be a fullstack, what you think about this guys, can i get a job or what, or give me anysolution if i can not be fullstack i mean, if i will be fullstack, i have to style pages, and i told that i can not style pages, so what's the solution and thank you so much in advance",Career Advice
961.0,why is my react native build failing,"i tried to build my react native app to an apk ,i run ./gradlew bundleRelease i get this error message and my build failsExecution failed for task ':app:mergeReleaseResources'> A failure occurred while executing com.android.build.gradle.internal.res.Aapt2CompileRunnable> Android resource compilation failed, Execution failed for task ':app:mergeReleaseResources'.> java.io.IOException: Unable to delete directory 'C:\Users\User\Desktop\cybersecurity assignment\encryptionApp\android\app\build\intermediates\merged_res_blame_folder\release\out'    Failed to delete some children. This might happen because a process has files open or has its working directory set in the target directory.,Execution failed for task ':app:mergeReleaseResources'.> A failure occurred while executing com.android.build.gradle.internal.res.Aapt2CompileRunnable   > Android resource compilation failed     ERROR:AAPT: com.encryptionapp-react-24:/drawable-mdpi/assets_encryption1.png: error: failed to read PNG signature: file does not start with PNG signature.>",Career Advice
674.0,About the new js(beta) cert,It seems like it helps teach integrating js with html and css. But I feel like the old one yes I didnt help with using html and css with js but it felt like it helped with interview prep better. Just curious on should I stay on the old js cert or try the new one?,Career Advice
